Date,Day Users,Day Repeat Users,Day New Users,Total Users,Bar chart,Repeat User Ids
2019-05-02,034,31,3,564,###############################===,AFMR-6766+APRV-6420+AYDF-7482+CAAO-5805+CDQF-1536+CNGA-8978+DMTU-5007+DOCR-2174+EAWJ-8321+EUYI-8198+EVFZ-6402+FAQZ-9635+GCNG-4831+MLVG-6486+MLWU-2520+OKUC-1562+PBHJ-9721+QOYQ-2964+RFHB-2961+RIOX-1467+SKIP-4590+SPVW-2428+SVRM-5556+TFJE-4954+TUAY-6183+VQTO-3598+WQXB-7118+XKIT-5112+YMAG-5715+ZKBL-5435+ZPNA-2842,FQFE-1377+TXCA-2552+ZRGI-8239
2019-05-03,026,22,4,571,######################====,AFMR-6766+APRV-6420+AYDF-7482+CAAO-5805+DALD-6076+DOCR-2174+EVFZ-6402+HAWL-3021+HCSS-0359+HYNY-2088+LRGR-3268+MBMK-6010+MLVG-6486+MLWU-2520+MZBQ-9637+OKUC-1562+PBHJ-9721+RFHB-2961+SKIP-4590+TFJE-4954+YMAG-5715+ZKBL-5435,BUMM-4982+DSKC-0494+INVA-4247+YBCZ-9361
2019-05-04,014,13,1,575,#############=,DOCR-2174+EWET-1514+FAQZ-9635+GIYT-2834+LIJC-7139+LSGT-0196+LWAN-8590+MZBQ-9637+OKUC-1562+PBHJ-9721+SQFA-4861+TFJE-4954+XXUT-7220,QTLJ-1769
2019-05-05,010,10,0,576,##########,AFMR-6766+FDLI-6515+LSGT-0196+MBMK-6010+MLWU-2520+OKUC-1562+RIOX-1467+SQFA-4861+TFJE-4954+YLSD-2450,
2019-05-06,010,7,3,580,#######===,AFMR-6766+CGES-8643+GHZG-4776+HEQE-7851+MLWU-2520+OKUC-1562+TUAY-6183,BNVF-7587+EZZY-4981+SGUU-5231
2019-05-07,021,17,4,584,#################====,AFMR-6766+APRV-6420+CAAO-5805+DMTU-5007+EAWJ-8321+FDLI-6515+HBLE-7879+KVJC-4418+LKKH-3523+MLWU-2520+ORVN-6347+PBHJ-9721+RFHB-2961+RIOX-1467+SPVW-2428+SQFA-4861+UBKO-0247,FQQQ-9715+HWON-6539+JEYG-4878+KBPI-5990
2019-05-08,030,22,8,597,######################========,BSCW-0972+CAAO-5805+DOCR-2174+EASQ-4222+FAQZ-9635+LKCI-2958+LRGR-3268+MBMK-6010+OKUC-1562+QERW-8729+RFHB-2961+SEWB-7551+SQFA-4861+TFJE-4954+VQTO-3598+VYEP-4503+WAMO-1149+XDVB-9974+XEVL-4899+XJLZ-2616+XKIT-5112+YMAG-5715,DNYE-6248+EHBF-1905+FECZ-0582+IKSF-7559+KQLA-6784+RNXX-4314+SPKJ-8436+WSXU-2299
2019-05-09,027,25,2,603,#########################==,BPXO-0867+BSCW-0972+CAAO-5805+DMTU-5007+EASQ-4222+FDLI-6515+FJNV-5818+HAWL-3021+HBLE-7879+HCSS-0359+LJAT-4421+LRGR-3268+NYFZ-4673+OKUC-1562+RIOX-1467+SQFA-4861+TFJE-4954+TUAY-6183+VIYM-0374+VKIL-1659+VQTO-3598+VVKA-4702+WPZQ-5369+XKIT-5112+XXUT-7220,BTEA-4338+KAIM-7909
2019-05-10,023,20,3,609,####################===,AJNA-2390+APRV-6420+BMDX-6660+BSCW-0972+DOCR-2174+ESNR-6074+FDLI-6515+LJAT-4421+LRGR-3268+NYFZ-4673+OKUC-1562+PBHJ-9721+RIOX-1467+SQFA-4861+TFJE-4954+VIYM-0374+WQXB-7118+XKIT-5112+XXUT-7220+YUUR-9355,JXZD-3566+PSZU-3432+VWSR-5931
2019-05-11,010,10,0,609,##########,AFMR-6766+EASQ-4222+HEQE-7851+JKEK-4605+LRGR-3268+LUHO-0453+RFHB-2961+SQFA-4861+TFJE-4954+UBKO-0247,
2019-05-12,010,10,0,609,##########,AFMR-6766+DOCR-2174+EASQ-4222+LIJC-7139+LKCI-2958+MBMK-6010+OKUC-1562+ORVN-6347+SQFA-4861+XKIT-5112,
2019-05-13,018,17,1,610,#################=,AFMR-6766+AJNA-2390+BSCW-0972+DOCR-2174+FDLI-6515+HBLE-7879+HCSS-0359+HYNY-2088+LSGT-0196+MLWU-2520+MZBQ-9637+ORVN-6347+PBHJ-9721+RIOX-1467+SQFA-4861+TUAY-6183+ZKBL-5435,YSKH-2790
2019-05-14,020,18,2,613,##################==,APRV-6420+CAAO-5805+DOCR-2174+EASQ-4222+FAQZ-9635+MBMK-6010+OKUC-1562+PBHJ-9721+RIOX-1467+SQFA-4861+UBFQ-8387+VQTO-3598+VVKA-4702+VVZX-9955+VYEP-4503+WFXM-6402+YMAG-5715+ZKBL-5435,KJGZ-8218+TISE-3548
2019-05-15,021,18,3,616,##################===,APRV-6420+CAAO-5805+EAWJ-8321+FDLI-6515+IUOK-4035+JWPL-2231+MGDZ-7574+MZDY-0952+PBHJ-9721+SQFA-4861+TFJE-4954+TUAY-6183+UBKO-0247+VQTO-3598+VVZX-9955+WAMO-1149+WFXM-6402+WPZQ-5369,CNJF-6814+QSNM-6064+UFDO-2758
2019-05-16,026,21,5,621,#####################=====,CAAO-5805+EAYQ-4699+EVFZ-6402+FAQZ-9635+FDLI-6515+HBLE-7879+HYNY-2088+IUOK-4035+LUHO-0453+LWAN-8590+MGQK-0871+NYFZ-4673+OKUC-1562+PBHJ-9721+SQFA-4861+VINC-3443+VQTO-3598+WAMO-1149+WPZQ-5369+WQXB-7118+XDVB-9974,BGAP-4828+DHRR-8427+DKLL-4573+MMLL-1753+NJNO-6396
2019-05-17,025,19,6,628,###################======,BMDX-6660+CAAO-5805+DMTU-5007+DOCR-2174+EHUG-0490+FDLI-6515+HHRW-4678+IUOK-4035+MLWU-2520+OKUC-1562+RIOX-1467+SKIP-4590+SQFA-4861+TFJE-4954+TUAY-6183+UBFQ-8387+UBKO-0247+WFXM-6402+WQXB-7118,AODB-1591+ECXE-3235+IWJO-2122+KRVC-4747+QVDE-9966+ZSVF-1654
2019-05-18,010,8,2,631,########==,DOCR-2174+EHUG-0490+FAQZ-9635+FDLI-6515+LRGR-3268+MLWU-2520+PROH-5653+WFXM-6402,MPQM-7497+QOMT-1597
2019-05-19,006,5,1,632,#####=,ESNR-6074+SQFA-4861+TUAY-6183+TVKW-8720+UMKH-0211,WFMT-4438
2019-05-20,022,17,5,639,#################=====,APRV-6420+CAAO-5805+DOCR-2174+ESNR-6074+FAQZ-9635+FDLI-6515+GUIQ-9929+IUOK-4035+LMXX-1482+MLWU-2520+PBHJ-9721+SVRM-5556+TFJE-4954+VQTO-3598+WMLL-2660+WQXB-7118+ZKBL-5435,DKJI-0446+ILOM-4799+LLBE-1593+USNG-6280+ZLPI-9128
2019-05-21,023,20,3,644,####################===,APRV-6420+CAAO-5805+DMTU-5007+ESNR-6074+FAQZ-9635+HBLE-7879+HYNY-2088+LRGR-3268+MLWU-2520+OKUC-1562+RWVJ-1984+SVRM-5556+TVKW-8720+UBKO-0247+VQTO-3598+WAMO-1149+WQXB-7118+XEWR-3113+YMAG-5715+ZKBL-5435,BZJG-4872+URKF-1404+ZXBA-7550
2019-05-22,017,14,3,647,##############===,APRV-6420+CAAO-5805+DMTU-5007+DOCR-2174+OKUC-1562+RWVJ-1984+SQFA-4861+TFJE-4954+UBKO-0247+VINC-3443+VVZX-9955+WAMO-1149+YMAG-5715+ZKBL-5435,KDUX-8184+LKGW-7233+MLSG-1921
2019-05-23,026,19,7,655,###################=======,DMTU-5007+DOCR-2174+ESNR-6074+EVFZ-6402+HBLE-7879+IUOK-4035+LRGR-3268+LXZA-0682+MLWU-2520+NCKK-0316+OKUC-1562+SQFA-4861+TFJE-4954+TUAY-6183+UBKO-0247+VINC-3443+VVZX-9955+WQXB-7118+XEWR-3113,ANEH-6006+CZNZ-8044+IJTJ-6346+JIYH-0335+KIBI-7925+KKKZ-8724+VWVV-6308
2019-05-24,022,18,4,662,##################====,APRV-6420+AVBF-2731+BMDX-6660+CAAO-5805+DTHI-3839+FAQZ-9635+LRGR-3268+LXZA-0682+MLVG-6486+RIOX-1467+SQFA-4861+TFJE-4954+TUAY-6183+VINC-3443+VKIL-1659+VVKA-4702+XQQK-2279+ZKBL-5435,GHSS-5063+LZPK-5987+OFDM-4205+QPQS-6221
2019-05-25,012,10,2,665,##########==,BBKP-5845+FAQZ-9635+HCSS-0359+LRGR-3268+OKUC-1562+PBHJ-9721+TFJE-4954+UMKH-0211+VVZX-9955+XQQK-2279,EMZK-8848+MGAC-0927
2019-05-26,008,5,3,668,#####===,CNWH-1070+MGQK-0871+PBHJ-9721+SQFA-4861+TFJE-4954,NLSH-0325+PZBH-9163+XVLS-0212
2019-05-27,007,6,1,669,######=,GUIQ-9929+OKUC-1562+PBHJ-9721+SQFA-4861+TUAY-6183+ZKBL-5435,HPSM-8218
2019-05-28,019,17,2,674,#################==,CAAO-5805+CNWH-1070+DMTU-5007+DOCR-2174+DXLD-0651+ESNR-6074+FGBW-2693+HEQE-7851+LRGR-3268+OKUC-1562+ORVN-6347+PBHJ-9721+RYCG-6884+SQFA-4861+TFJE-4954+VINC-3443+ZKBL-5435,ANPC-5116+BQWA-5351
2019-05-29,016,15,1,676,###############=,AVBF-2731+CAAO-5805+DLSC-4612+DMTU-5007+DXLD-0651+FUNH-4347+LRGR-3268+OKUC-1562+QRWX-0346+RYCG-6884+TFJE-4954+TRWT-5752+UBKO-0247+VINC-3443+ZKBL-5435,ZNYD-5157
2019-05-30,012,9,3,680,#########===,CAAO-5805+GSSL-5215+MGQK-0871+OKUC-1562+RIOX-1467+TFJE-4954+VINC-3443+VQTO-3598+ZKBL-5435,NDPG-9672+PZRZ-1480+QYWC-4609
2019-05-31,017,17,0,681,#################,APRV-6420+DLSC-4612+FAQZ-9635+FDLI-6515+GSSL-5215+IDKL-1371+JYWH-2984+OKUC-1562+PBHJ-9721+TFJE-4954+UBKO-0247+VINC-3443+VKIL-1659+VQTO-3598+VVZX-9955+XJWY-1918+ZKBL-5435,
2019-06-01,005,5,0,681,#####,SVRM-5556+UMKH-0211+UTNP-6934+WLPB-7101+XJWY-1918,
2019-06-02,008,7,1,684,#######=,FIZS-3247+GWWS-1091+KTCK-1960+LRGR-3268+MBMK-6010+SVRM-5556+VQTO-3598,IYNR-2316
2019-06-03,019,17,2,690,#################==,DMTU-5007+ISPZ-9118+JYWH-2984+KTCK-1960+MGDZ-7574+MZDY-0952+OKUC-1562+QSKV-3118+RIOX-1467+SEWB-7551+SVRM-5556+TUAY-6183+WQXB-7118+XEVL-4899+YVTR-6538+YXTP-9948+ZKBL-5435,CSXU-3050+HVTF-0390
2019-06-04,023,21,2,692,#####################==,AJNA-2390+AVBF-2731+BBKP-5845+CAAO-5805+DMTU-5007+DOCR-2174+FAQZ-9635+HHRW-4678+ISPZ-9118+JYWH-2984+KTCK-1960+MBMK-6010+MZDY-0952+NCKK-0316+OKUC-1562+QVZH-8257+RIOX-1467+YVTR-6538+YXTP-9948+ZKBL-5435+ZKEI-0501,FZUC-3467+KUEU-5894
2019-06-05,029,27,2,696,###########################==,AJNA-2390+CAAO-5805+CKUC-1787+DMTU-5007+DOCR-2174+EVFZ-6402+FIZS-3247+FJNV-5818+HHRW-4678+ISPZ-9118+JYWH-2984+JZVP-7561+MLVG-6486+MZBQ-9637+MZDY-0952+NYFZ-4673+OKUC-1562+QBCL-8384+RIOX-1467+SRDA-5672+SVRM-5556+WQXB-7118+XKIT-5112+YVTR-6538+YXTP-9948+ZKBL-5435+ZLIR-1662,ISXM-5476+USYF-9310
2019-06-06,023,20,3,701,####################===,AJNA-2390+CAAO-5805+CKUC-1787+DJEG-9214+DOCR-2174+FAQZ-9635+FIZS-3247+ISPZ-9118+JYWH-2984+KTCK-1960+MBMK-6010+OKUC-1562+QBCL-8384+QSKV-3118+SWAG-6509+UMKH-0211+WJVB-1762+WQXB-7118+YVTR-6538+ZKBL-5435,JPXP-3401+OUIQ-5795+SMUR-5468
2019-06-07,030,26,4,706,##########################====,APRV-6420+AVBF-2731+BMDX-6660+CAAO-5805+DJEG-9214+DOCR-2174+FAQZ-9635+FDLI-6515+FIZS-3247+HBLE-7879+HXMB-4945+ISPZ-9118+JYWH-2984+JZVP-7561+KTCK-1960+KVKU-1967+MBMK-6010+MGQK-0871+MZDY-0952+OKUC-1562+QOYQ-2964+SWAG-6509+VQZM-5861+WJVB-1762+YVTR-6538+ZKBL-5435,FBKL-1146+JTKO-6801+JXTM-9893+WTDL-2030
2019-06-08,012,9,3,710,#########===,AJNA-2390+AVBF-2731+FAQZ-9635+JNHB-6035+JYWH-2984+LKKH-3523+MZDY-0952+OKUC-1562+VQZM-5861,HDMM-0832+VAGO-8436+XXHU-6585
2019-06-09,004,4,0,710,####,FDLI-6515+HXMB-4945+KTCK-1960+SVRM-5556,
2019-06-10,029,25,4,716,#########################====,AVBF-2731+CAAO-5805+DMTU-5007+DOCR-2174+EASQ-4222+FIZS-3247+FRZC-1577+HBLE-7879+HXMB-4945+ISPZ-9118+JNHB-6035+JYWH-2984+KTCK-1960+MBMK-6010+MLVG-6486+MZDY-0952+OKUC-1562+QERW-8729+QVZH-8257+SVRM-5556+UTRU-2751+VVZX-9955+XFNH-7754+XKIT-5112+ZKEI-0501,DHMO-0772+IGPW-2470+TZAX-6926+ZYBG-8475
2019-06-11,043,36,7,726,####################################=======,AHGV-0990+AJNA-2390+AVBF-2731+CAAO-5805+DOCR-2174+EASQ-4222+FAQZ-9635+FGBW-2693+FIZS-3247+HBLE-7879+HCSS-0359+ISPZ-9118+JNHB-6035+JYWH-2984+JZVP-7561+KMIN-7987+KTCK-1960+MBMK-6010+MGDZ-7574+MLVG-6486+QVZH-8257+RIOX-1467+UBKO-0247+UMKH-0211+UTNP-6934+UTRU-2751+VFAP-9905+VIYM-0374+VVKA-4702+VVZX-9955+VXJP-3345+WMLL-2660+WQXB-7118+XEVL-4899+XFNH-7754+YVTR-6538,AKUP-7474+CNWG-9989+CVQA-7410+HCUG-1944+RLCQ-9823+YFZU-8534+YKRA-8010
2019-06-12,031,23,8,734,#######################========,AHGV-0990+AJNA-2390+AVBF-2731+CAAO-5805+DMTU-5007+DOCR-2174+FAQZ-9635+FIZS-3247+FRZC-1577+ISPZ-9118+JYWH-2984+KTCK-1960+MLVG-6486+NYFZ-4673+OTOI-3400+QVZH-8257+SQFA-4861+UBKO-0247+VFAP-9905+WMLL-2660+XKIT-5112+YLSD-2450+YVTR-6538,EXFZ-8569+GTZS-3401+HSVW-3972+NDIA-8850+OSVJ-7102+PXFV-8527+SDLI-6020+WAYC-1629
2019-06-13,025,22,3,737,######################===,AHGV-0990+AJNA-2390+APRV-6420+BPXO-0867+CAAO-5805+DOCR-2174+DTHI-3839+FAQZ-9635+FIZS-3247+HBLE-7879+JYWH-2984+JZVP-7561+KMIN-7987+KTCK-1960+MLVG-6486+OTOI-3400+QVZH-8257+RIOX-1467+VVKA-4702+WMLL-2660+XKIT-5112+YVTR-6538,BMKN-3193+FNJE-4190+KABG-5826
2019-06-14,063,31,32,781,###############################================================,APRV-6420+AVBF-2731+CAAO-5805+DMTU-5007+DOCR-2174+DTHI-3839+EASQ-4222+FIZS-3247+HBLE-7879+ISPZ-9118+ITXU-6124+JFLR-8519+JYWH-2984+KAWL-0863+LCTG-5352+LUAF-1735+MADC-9028+MLVG-6486+PTPP-0052+SKWR-3224+TUAY-6183+UHMM-1493+VFAP-9905+VVZX-9955+WQXB-7118+XDVB-9974+XIIZ-0195+XKIT-5112+XUWO-2688+YLSD-2450+YRZC-9371,AXXH-6708+BJTU-6103+BQFU-9986+BQYY-5135+BTRZ-3620+CKUQ-7964+CSYC-5396+DGPM-3889+EUPU-7203+FLRF-1704+GHNB-6590+GLBB-9299+HIHD-0419+HSZX-0347+INWA-6658+KGMU-2685+MVUR-2763+MYHX-9141+NOAP-8214+NXAP-1500+NZAM-1596+QBYB-4056+RBSM-7294+TWLI-8387+UWWG-6593+VZDI-9991+XFEK-9567+XXSJ-5806+YQYM-1685+ZMPB-1244+ZRJV-7133+ZXCF-0894
2019-06-15,019,13,6,788,#############======,FIZS-3247+ITXU-6124+JYWH-2984+KAWL-0863+LCTG-5352+SKWR-3224+SQFA-4861+TUAY-6183+VVKA-4702+XUWO-2688+YRZC-9371+YVTR-6538+ZEGR-1070,HHYH-6698+LCUJ-7852+MNQO-7015+NMCL-0901+NMFS-8474+TFVV-9183
2019-06-16,006,4,2,791,####==,AJNA-2390+FUNH-4347+SQFA-4861+YGTU-2946,DRZR-1003+RNUM-2844
2019-06-17,024,16,8,801,################========,AJNA-2390+AVBF-2731+DALD-6076+FIZS-3247+HGHG-9037+JFLR-8519+JYWH-2984+KTCK-1960+MADC-9028+MZDY-0952+PTPP-0052+QRWX-0346+RLBY-0544+SKWR-3224+SQFA-4861+VINC-3443,BROL-2462+IOSF-2970+JXVO-9255+VAWA-3206+WXWE-1012+XXBX-2197+YEPT-9753+YUWL-4660
2019-06-18,028,24,4,807,########################====,AVBF-2731+DMTU-5007+EASQ-4222+FAQZ-9635+ISPZ-9118+JYWH-2984+KTCK-1960+MADC-9028+NCKK-0316+PTPP-0052+QVZH-8257+SKWR-3224+SQFA-4861+STOX-6690+VVKA-4702+WMLL-2660+WQXB-7118+XIIZ-0195+XJWY-1918+YGTU-2946+YKPG-7274+ZEGR-1070+ZLIR-1662+ZTBE-6709,WCWI-4607+XKQF-3845+YZEP-7101+ZTRI-7728
2019-06-19,022,19,3,810,###################===,AVBF-2731+CAAO-5805+DMTU-5007+EASQ-4222+EVFZ-6402+FAQZ-9635+FRZC-1577+HCSS-0359+HGHG-9037+ISPZ-9118+JYWH-2984+KTCK-1960+KVKU-1967+OPLK-2991+QSKV-3118+SKWR-3224+SQFA-4861+XJWY-1918+YKPG-7274,MIUA-4803+MVVM-6661+VSSJ-0375
2019-06-20,022,21,1,811,#####################=,APRV-6420+AVBF-2731+CAAO-5805+DMTU-5007+DOCR-2174+EAWJ-8321+HBLE-7879+HCSS-0359+HGHG-9037+ISPZ-9118+JYWH-2984+KTCK-1960+KVKU-1967+RLBY-0544+SQFA-4861+STOX-6690+SVRM-5556+TUAY-6183+TVKW-8720+VVZX-9955+XKIT-5112,NOZS-2682
2019-06-21,020,19,1,812,###################=,AVBF-2731+CAAO-5805+FAQZ-9635+FRZC-1577+ISPZ-9118+JYWH-2984+KTCK-1960+KVKU-1967+MZDY-0952+RIOX-1467+SQFA-4861+STOX-6690+SVRM-5556+TUAY-6183+UMKH-0211+VVKA-4702+XIIZ-0195+XKIT-5112+YLSD-2450,CRJF-4990
2019-06-22,006,5,1,813,#####=,KTCK-1960+SQFA-4861+STOX-6690+WVTN-1636+XKIT-5112,AIYL-7806
2019-06-23,004,3,1,814,###=,MADC-9028+OKUC-1562+STOX-6690,SAVT-1501
2019-06-24,014,10,4,818,##########====,CAAO-5805+EASQ-4222+HGHG-9037+JYWH-2984+KTCK-1960+KVKU-1967+RIOX-1467+STOX-6690+SVRM-5556+ZKBL-5435,GONG-8683+HIDO-8201+PIDD-4868+SKXO-8070
2019-06-25,026,24,2,822,########################==,AJNA-2390+APRV-6420+CAAO-5805+ESNR-6074+FAQZ-9635+FIZS-3247+HGHG-9037+ISPZ-9118+JBCK-4186+JOZM-6779+JYWH-2984+LUAF-1735+PTPP-0052+QERW-8729+STOX-6690+UHMM-1493+UMKH-0211+VVKA-4702+WQXB-7118+XEVL-4899+XUWO-2688+YKPG-7274+YUUR-9355+ZKBL-5435,DSCE-0545+OJUD-5721
2019-06-26,021,15,6,830,###############======,AJNA-2390+APRV-6420+CAAO-5805+DOCR-2174+FIZS-3247+FRZC-1577+HGHG-9037+HPHI-7374+JYWH-2984+KTCK-1960+STOX-6690+SVRM-5556+UMKH-0211+YFAL-8674+ZKBL-5435,GOUE-5299+KHLU-8246+NNVZ-6165+SAST-4511+SSQI-6611+YPHT-8770
2019-06-27,020,16,4,837,################====,DOCR-2174+EOHL-4207+FAQZ-9635+FIZS-3247+FRZC-1577+HGHG-9037+JOZM-6779+JYWH-2984+LUAF-1735+QFPQ-7025+STOX-6690+SVRM-5556+VVZQ-1708+VVZX-9955+WPZQ-5369+ZKBL-5435,DFGR-3558+JTZJ-5381+KDBF-0990+QBFY-5091
2019-06-28,027,23,4,842,#######################====,AJNA-2390+APRV-6420+CAAO-5805+CNGA-8978+DOCR-2174+EOHL-4207+FAQZ-9635+FRZC-1577+HCSS-0359+HHRW-4678+HPHI-7374+JYWH-2984+LRGR-3268+STOX-6690+SVRM-5556+THYK-3992+VVZQ-1708+WQXB-7118+XDVB-9974+XEVL-4899+XKIT-5112+XQQK-2279+ZKBL-5435,AYYE-7557+IAJQ-7211+PIGG-6880+YXPM-6529
2019-06-29,012,11,1,844,###########=,AVBF-2731+FIZS-3247+MEDW-7960+QFPQ-7025+SQFA-4861+STOX-6690+SVRM-5556+UMKH-0211+XEVL-4899+XKIT-5112+YUUR-9355,BQKC-0950
2019-06-30,010,9,1,847,#########=,FIZS-3247+HGHG-9037+IXOV-7941+MEDW-7960+NVME-9179+RIOX-1467+SQFA-4861+XEVL-4899+XKIT-5112,CAHG-6191
2019-07-01,022,19,3,853,###################===,ATQE-6836+CAAO-5805+DOCR-2174+FAQZ-9635+FIZS-3247+FRZC-1577+ISPZ-9118+JYWH-2984+KTCK-1960+NRUC-3523+OKUC-1562+SQFA-4861+STOX-6690+UTNP-6934+VVKA-4702+WNAF-7195+XEVL-4899+YVTR-6538+ZKBL-5435,EFLP-0244+HEVP-7883+OPQN-9430
2019-07-02,033,25,8,864,#########################========,ATQE-6836+DOCR-2174+EYOY-0318+FAQZ-9635+FIZS-3247+FRZC-1577+HGHG-9037+ISPZ-9118+IXOV-7941+JYWH-2984+KTCK-1960+LSGT-0196+MKMS-5195+PAYX-0805+SQFA-4861+STOX-6690+SVRM-5556+VKIL-1659+VVKA-4702+XRBD-5417+XUWO-2688+YUUR-9355+YVTR-6538+ZKBL-5435+ZLIR-1662,LQFV-7133+PWBT-9410+RWLD-7060+TPOF-0558+VVLU-4952+VWTG-3376+XDEY-5247+ZHHA-3274
2019-07-03,029,27,2,868,###########################==,ATQE-6836+CAAO-5805+DMTU-5007+DOCR-2174+EASQ-4222+FAQZ-9635+FIZS-3247+FRZC-1577+HGHG-9037+JYWH-2984+KSTQ-4318+KTCK-1960+LYZT-7818+MKMS-5195+QOYQ-2964+RIOX-1467+SQFA-4861+STOX-6690+WNAF-7195+WQXB-7118+XJWY-1918+XRBD-5417+XUWO-2688+YVTR-6538+ZKBL-5435+ZOLN-4640+ZTBE-6709,MCWI-1268+WZKI-9218
2019-07-04,041,32,9,879,################################=========,AHGV-0990+ATQE-6836+BJOI-5367+CAAO-5805+CNGA-8978+DOCR-2174+FAQZ-9635+HGHG-9037+HXMB-4945+JBCK-4186+JYWH-2984+KSTQ-4318+KTCK-1960+RIOX-1467+SQFA-4861+STOX-6690+THYK-3992+UCTK-9885+VRVD-9672+VVKA-4702+WAMO-1149+WDNG-5390+WJVB-1762+WNAF-7195+WPZQ-5369+WQXB-7118+YKPG-7274+YMAG-5715+YUUR-9355+YVTR-6538+ZKBL-5435+ZOLN-4640,AYUC-4884+DSAJ-3626+JPCU-9106+KRVY-7260+QPKD-8401+RSBW-3643+UDOP-0243+WNQH-1097+XGXM-7557
2019-07-05,034,27,7,886,###########################=======,AVBF-2731+BJOI-5367+CAAO-5805+CNGA-8978+DOCR-2174+FAQZ-9635+FIZS-3247+HHRW-4678+ISPZ-9118+JBCK-4186+JYWH-2984+KTCK-1960+KVJC-4418+LRGR-3268+PAYX-0805+PTPP-0052+RIOX-1467+STOX-6690+THYK-3992+UCTK-9885+UMKH-0211+VKIL-1659+VVKA-4702+XJWY-1918+XKIT-5112+ZKBL-5435+ZOLN-4640,BGOD-8920+FWBR-4694+GNSU-5230+ISVV-0574+NIXS-8225+TXWD-8433+VHWR-2812
2019-07-06,008,8,0,886,########,AVBF-2731+CNGA-8978+FIZS-3247+SVRM-5556+THYK-3992+UMKH-0211+WNAF-7195+XKIT-5112,
2019-07-07,014,11,3,889,###########===,CNGA-8978+EASQ-4222+FIZS-3247+FRZC-1577+LRGR-3268+MADC-9028+SQFA-4861+SVRM-5556+TUAY-6183+XEVL-4899+XUWO-2688,FZGI-8351+ULGJ-6776+UZSN-0951
2019-07-08,021,19,2,892,###################==,ATQE-6836+CAAO-5805+FRZC-1577+GVAV-5088+HHRW-4678+JYWH-2984+KTCK-1960+LRGR-3268+LYZT-7818+NVME-9179+PROH-5653+RIOX-1467+SVRM-5556+THYK-3992+WQXB-7118+XJWY-1918+XUWO-2688+ZKBL-5435+ZOLN-4640,MBNJ-9226+TLWN-2784
2019-07-09,030,26,4,898,##########################====,ATQE-6836+AVBF-2731+CNGA-8978+DMTU-5007+EASQ-4222+FAQZ-9635+FRZC-1577+JYWH-2984+KTCK-1960+LYZT-7818+OUNK-5513+PTPP-0052+RIOX-1467+SQFA-4861+STOX-6690+SVRM-5556+TEHS-3673+UBKO-0247+UTNP-6934+VVKA-4702+WQXB-7118+XUWO-2688+YLSD-2450+ZKBL-5435+ZOLN-4640+ZTBE-6709,AKPT-9707+BIAX-1549+RKVI-7521+ZNZI-5387
2019-07-10,023,20,3,901,####################===,CNGA-8978+DMTU-5007+DOCR-2174+EVFZ-6402+FRZC-1577+JYWH-2984+KTCK-1960+LRGR-3268+LYZT-7818+MBMK-6010+PTPP-0052+RIOX-1467+SQFA-4861+SVRM-5556+UCTK-9885+UMKH-0211+WAMO-1149+WPZQ-5369+ZKBL-5435+ZOLN-4640,PZFQ-6938+RODZ-8346+YSQF-0386
2019-07-11,019,17,2,905,#################==,CNGA-8978+DOCR-2174+EASQ-4222+EXZI-8155+FRZC-1577+HEQE-7851+JYWH-2984+KTCK-1960+LYZT-7818+RYPW-4476+SVRM-5556+TEHS-3673+VRVD-9672+WAMO-1149+WNAF-7195+WQXB-7118+ZKBL-5435,HGBR-7707+PTSR-5562
2019-07-12,016,16,0,905,################,APRV-6420+DMTU-5007+FRZC-1577+GVAV-5088+ISPZ-9118+JYWH-2984+KTCK-1960+LRGR-3268+MBMK-6010+SVRM-5556+UCTK-9885+UMKH-0211+VVZX-9955+WAMO-1149+YVTR-6538+ZKBL-5435,
2019-07-13,005,3,2,907,###==,KTCK-1960+OUNK-5513+SQFA-4861,TZAS-4414+ZCTF-0998
2019-07-14,011,7,4,912,#######====,CNGA-8978+ESNR-6074+GORX-7925+SQFA-4861+SVRM-5556+UMKH-0211+XUWO-2688,CKPF-8641+FYOL-7320+IQEV-4731+WAFL-1634
2019-07-15,014,14,0,913,##############,DMTU-5007+DOCR-2174+FRZC-1577+GORX-7925+IDGH-3607+ISPZ-9118+JYWH-2984+SQFA-4861+STOX-6690+SVRM-5556+THYK-3992+VVKA-4702+WQXB-7118+ZOLN-4640,
2019-07-16,016,15,1,915,###############=,DMTU-5007+DOCR-2174+FRZC-1577+HEQE-7851+ISPZ-9118+JYWH-2984+MBMK-6010+OOZY-4834+OUNK-5513+RIOX-1467+SQFA-4861+STOX-6690+VVKA-4702+XIIZ-0195+ZOLN-4640,AHQC-6304
2019-07-17,021,15,6,922,###############======,DMTU-5007+DOCR-2174+FRZC-1577+ISPZ-9118+KTFL-3494+RIOX-1467+SQFA-4861+STOX-6690+SVRM-5556+VVKA-4702+WFXM-6402+WPZQ-5369+XIIZ-0195+XKIT-5112+ZKEI-0501,BOQE-8820+GZFK-6209+HMEB-9793+HNVH-7320+PXKQ-0163+SFVL-4777
